"","id","itemTime","name","type","question","relevance","competence","prior","condition","answer","RT","language","comments","engagement","difficulty","time"
"14","A100VV1V2XDQI7:3EQHHY4HQT029L5SL87M5SGHI5LG5C",1445967770219,"Gigi's exams","hlh","If Gigi passed her Physics exam, it is likely that she also passed her Chemistry exam.",1,0,1,"prior",0.87,4517,"english","no",7,2,211197
"15","A100VV1V2XDQI7:3EQHHY4HQT029L5SL87M5SGHI5LG5C",1445967778684,"Bill's order","lhh","Jake and Bill went to the restaurant before they went jogging.",0,1,1,"test_false",0.07,8462,"english","no",7,2,211197
"16","A100VV1V2XDQI7:3EQHHY4HQT029L5SL87M5SGHI5LG5C",1445967782332,"Bill's order","lhh","It is important for Bill's wife to know whether Bill ordered both a starter and a side dish.",0,1,1,"rel",0.06,3644,"english","no",7,2,211197
"17","A100VV1V2XDQI7:3EQHHY4HQT029L5SL87M5SGHI5LG5C",1445967789267,"Mrs Sanders' son","hhl","Mrs Sanders had pasta for lunch yesterday.",1,1,0,"test_uncertain",0.12,6933,"english","no",7,2,211197
"18","A100VV1V2XDQI7:3EQHHY4HQT029L5SL87M5SGHI5LG5C",1445967795396,"Mrs Sanders' son","hhl","From what Mrs Sanders said we may conclude that Ted did not have both pizza and pasta.",1,1,0,"xor",0.92,6128,"english","no",7,2,211197
"19","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972065057,"Pete's accident","hhl","Pete's mother was not there when he fell of the slide.",1,1,0,"test_true",1,17452,"english",NA,10,2,301545
"20","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972090460,"Pete's accident","hhl","From what Pete's teacher said we may conclude that Pete did not break both his arm and his leg.",1,1,0,"xor",1,25401,"english",NA,10,2,301545
"21","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972108527,"Lily's husband","lhl","Eric and Lily went to a bar together last night.",0,1,0,"test_false",0,18067,"english",NA,10,2,301545
"22","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972119788,"Lily's husband","lhl","Bill knows whether Eric drank both whisky and vodka.",0,1,0,"comp",0.33,11261,"english",NA,10,2,301545
"23","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972146934,"Harold's pet","lll","Harold's girlfriend didn't want a pet in her house before.",0,0,0,"test_true",1,27145,"english",NA,10,2,301545
"24","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972154944,"Harold's pet","lll","If Harold bought a cat, it is likely that he bought a dog as well.",0,0,0,"prior",0.07,8008,"english",NA,10,2,301545
"25","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972171999,"Harold's pet","lll","If Harold bought a dog, it is likely that he bought a cat as well.",0,0,0,"prior",0.11,17055,"english",NA,10,2,301545
"26","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972197447,"Chloe's holiday","lhh","Chloe recently got back from holidays.",0,1,1,"test_true",0.39,25448,"english",NA,10,2,301545
"27","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972221983,"Chloe's holiday","lhh","It is important for Chloe's father to know whether both Susan and Amelia brought some extra suntan lotion.",0,1,1,"rel",0.63,24535,"english",NA,10,2,301545
"28","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972239365,"Gerald's graduation","llh","Nico finally graduated after studying for a long time.",0,0,1,"test_false",1,17382,"english",NA,10,2,301545
"29","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972248534,"Gerald's graduation","llh","Nico knows whether both Gerald's mother and his father attended the ceremony.",0,0,1,"comp",1,9167,"english",NA,10,2,301545
"30","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972287875,"Mrs Gibbs' worry","hhh","Mrs Gibbs is worried about Cindy's health.",1,1,1,"test_false",0.08,39341,"english",NA,10,2,301545
"31","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972295728,"Mrs Gibbs' worry","hhh","If Mr Gibbs had a beer, it is likely that he also had a steak.",1,1,1,"prior",0.11,7851,"english",NA,10,2,301545
"32","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972299406,"Mrs Gibbs' worry","hhh","If Mr Gibbs had a steak, it is likely that he also had a beer.",1,1,1,"prior",0.09,3678,"english",NA,10,2,301545
"33","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972331650,"Carl's party","hll","John and Carl, the hosts, are a gay couple.",1,0,0,"test_false",0.01,32242,"english",NA,10,2,301545
"34","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972340492,"Carl's party","hll","From what John said we may conclude that Carl did not dance passionately with both Sue and Mary.",1,0,0,"xor",0,8841,"english",NA,10,2,301545
"35","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972358829,"Brad's clothes","hlh","Mandy feels attracted to Brad.",1,0,1,"test_uncertain",0.26,18337,"english",NA,10,2,301545
"36","A10DCC73F2CKHC:3KXIR214I5OUY8TL8O3NYWG28QN24C",1445972366602,"Brad's clothes","hlh","It is important for Mandy to know whether Brad bought both a sweater and a pair of jeans.",1,0,1,"rel",0.78,7773,"english",NA,10,2,301545
"37","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878718629,"Gigi's exams","hlh","Gigi aspires to a career in science.",1,0,1,"test_uncertain",0.51,18669,"English","none",7,3,307316
"38","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878738323,"Gigi's exams","hlh","Carrie knows whether Gigi passed both her Physics exam and her Chemistry exam.",1,0,1,"comp",0.72,19690,"English","none",7,3,307316
"39","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878764500,"Mrs Sanders' son","hhl","Ted is Mrs Sanders' husband.",1,1,0,"test_false",0,26174,"English","none",7,3,307316
"40","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878808762,"Mrs Sanders' son","hhl","If Ted had pizza, it is likely that he also had pasta.",1,1,0,"prior",0.18,44258,"English","none",7,3,307316
"41","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878814148,"Mrs Sanders' son","hhl","If Ted had pasta, it is likely that he also had pizza.",1,1,0,"prior",0.18,5379,"English","none",7,3,307316
"42","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878850723,"Leo's wife","hll","Leo is an avid golf player.",1,0,0,"test_uncertain",0.86,36573,"English","none",7,3,307316
"43","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878866612,"Leo's wife","hll","From what Hans said we may conclude that the player in question didn't make a hole-in-one on both the first and the second hole.",1,0,0,"xor",1,15884,"English","none",7,3,307316
"44","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878875165,"Bill's order","lhh","Jake and Bill spent a lot of time together that day.",0,1,1,"test_true",0.76,8549,"English","none",7,3,307316
"45","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878892342,"Bill's order","lhh","If Bill ordered a side dish, it is likely that he also ordered a starter.",0,1,1,"prior",0.5,17173,"English","none",7,3,307316
"46","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878897162,"Bill's order","lhh","If Bill ordered a starter, it is likely that he also ordered a side dish.",0,1,1,"prior",0.5,4817,"English","none",7,3,307316
"47","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878922461,"Tony's clubbing","lhl","Tony has to work at club Macabre tonight.",0,1,0,"test_false",0,25297,"English","none",7,3,307316
"48","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878932911,"Tony's clubbing","lhl","Rob knows whether they play both Jazz and Metal at the club tonight.",0,1,0,"comp",0.99,10446,"English","none",7,3,307316
"49","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878965788,"Harold's pet","lll","Harold's girlfriend didn't want a pet in her house before.",0,0,0,"test_true",0.77,32873,"English","none",7,3,307316
"50","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878973288,"Harold's pet","lll","It is important for Tom to know whether Harold bought both a cat and a dog.",0,0,0,"rel",0.03,7492,"English","none",7,3,307316
"51","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878985838,"Gerald's graduation","llh","Gerald is friends with both Nico and Rick.",0,0,1,"test_true",1,12547,"English","none",7,3,307316
"52","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445879003624,"Gerald's graduation","llh","From what Nico said we may conclude that Gerald's mother and his father did not both attend the ceremony.",0,0,1,"xor",0.51,17782,"English","none",7,3,307316
"53","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445879022357,"Mrs Gibbs' worry","hhh","Mrs Gibbs is worried about Cindy's health.",1,1,1,"test_false",0,18729,"English","none",7,3,307316
"54","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445879025945,"Mrs Gibbs' worry","hhh","It is important for Mrs Gibbs to know whether Mr Gibbs had both a steak and a beer.",1,1,1,"rel",0.8,3585,"English","none",7,3,307316
"55","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967482839,"Chloe's holiday","lhh","Chloe went on holidays with a big group of her friends.",0,1,1,"test_false",0.32,34381,"English",NA,6,1,304552
"56","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967500872,"Chloe's holiday","lhh","It is important for Chloe's father to know whether both Susan and Amelia brought some extra suntan lotion.",0,1,1,"rel",0.6,18032,"English",NA,6,1,304552
"57","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967533704,"Pete's accident","hhl","Pete was injured while playing in the garden.",1,1,0,"test_false",0.42,32831,"English",NA,6,1,304552
"58","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967547579,"Pete's accident","hhl","The teacher knows whether Pete broke both his arm and his leg.",1,1,0,"comp",0.21,13872,"English",NA,6,1,304552
"59","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967569246,"Leo's wife","hll","Leo is sponsoring a tennis tournament.",1,0,0,"test_false",0,21666,"English",NA,6,1,304552
"60","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967582854,"Leo's wife","hll","If someone made a hole-in-one on the second hole, it is likely that she also made one on the first hole.",1,0,0,"prior",0.13,13606,"English",NA,6,1,304552
"61","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967597727,"Leo's wife","hll","If someone made a hole-in-one on the first hole, it is likely that she also made one on the second hole.",1,0,0,"prior",0.12,14870,"English",NA,6,1,304552
"62","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967615965,"Mrs Gibbs' worry","hhh","Cindy is secretly in love with Mrs Gibbs' husband.",1,1,1,"test_uncertain",0.14,18237,"English",NA,6,1,304552
"63","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967624846,"Mrs Gibbs' worry","hhh","From what Cindy said we may conclude that Mr Gibbs did not have both a steak and a beer.",1,1,1,"xor",0.8,8879,"English",NA,6,1,304552
"64","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967673149,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.7,48301,"English",NA,6,1,304552
"65","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967680633,"Harold's pet","lll","If Harold bought a cat, it is likely that he bought a dog as well.",0,0,0,"prior",0.23,7482,"English",NA,6,1,304552
"66","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967686529,"Harold's pet","lll","If Harold bought a dog, it is likely that he bought a cat as well.",0,0,0,"prior",0.19,5895,"English",NA,6,1,304552
"67","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967709030,"Brad's clothes","hlh","Gina and Mandy accompanied Brad on his shopping trip.",1,0,1,"test_false",0,22500,"English",NA,6,1,304552
"68","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967718021,"Brad's clothes","hlh","It is important for Mandy to know whether Brad bought both a sweater and a pair of jeans.",1,0,1,"rel",0.61,8990,"English",NA,6,1,304552
"69","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967738975,"Gerald's graduation","llh","Gerald took almost ten years to graduate.",0,0,1,"test_uncertain",0.49,20952,"English",NA,6,1,304552
"70","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967749158,"Gerald's graduation","llh","Nico knows whether both Gerald's mother and his father attended the ceremony.",0,0,1,"comp",0.77,10182,"English",NA,6,1,304552
"71","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967776134,"Lily's husband","lhl","Eric and Lily went to a bar together last night.",0,1,0,"test_false",0,26974,"English",NA,6,1,304552
"72","A11M3MXLZPYJZU:37ZHEEHM6XUG2D7NEMFZKI5456B376",1445967787391,"Lily's husband","lhl","From what Bill said we may conclude that Eric did not drink both whisky and vodka.",0,1,0,"xor",0.76,11254,"English",NA,6,1,304552
"73","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967637299,"Pete's accident","hhl","Pete's mother was not there when he fell of the slide.",1,1,0,"test_true",1,12215,"Spanish",NA,5,5,224693
"74","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967645233,"Pete's accident","hhl","It is important for Pete's mother to know whether Pete broke both his arm and his leg.",1,1,0,"rel",0.83,7934,"Spanish",NA,5,5,224693
"75","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967658648,"Tony's clubbing","lhl","Tony has to work at club Macabre tonight.",0,1,0,"test_false",0.75,13415,"Spanish",NA,5,5,224693
"76","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967663350,"Tony's clubbing","lhl","If they play Jazz at the club tonight, it is likely that they also play Metal.",0,1,0,"prior",0.22,4702,"Spanish",NA,5,5,224693
"77","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967667286,"Tony's clubbing","lhl","If they play Metal at the club tonight, it is likely that they also play Jazz.",0,1,0,"prior",0.18,3936,"Spanish",NA,5,5,224693
"78","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967682991,"Carl's party","hll","John and Carl, the hosts, are a gay couple.",1,0,0,"test_false",0.21,15705,"Spanish",NA,5,5,224693
"79","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967691131,"Carl's party","hll","John knows whether Carl danced passionately with both Sue and Mary.",1,0,0,"comp",0,8139,"Spanish",NA,5,5,224693
"80","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967705281,"Brad's clothes","hlh","Mandy feels attracted to Brad.",1,0,1,"test_uncertain",0.5,14150,"Spanish",NA,5,5,224693
"81","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967711483,"Brad's clothes","hlh","If Brad bought a pair of jeans, it is likely that he also bought a sweater.",1,0,1,"prior",0.14,6201,"Spanish",NA,5,5,224693
"82","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967721108,"Brad's clothes","hlh","If Brad bought a sweater, it is likely that he also bought a pair of jeans.",1,0,1,"prior",0.42,9622,"Spanish",NA,5,5,224693
"83","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967744230,"Bill's order","lhh","Jake ordered a steak.",0,1,1,"test_uncertain",0.49,23121,"Spanish",NA,5,5,224693
"84","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967748214,"Bill's order","lhh","It is important for Bill's wife to know whether Bill ordered both a starter and a side dish.",0,1,1,"rel",0.5,3984,"Spanish",NA,5,5,224693
"85","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967761029,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.8,12815,"Spanish",NA,5,5,224693
"86","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967765663,"Harold's pet","lll","From what Richard said we may conclude that Harold did not buy both a cat and a dog.",0,0,0,"xor",1,4634,"Spanish",NA,5,5,224693
"87","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967812728,"Joshua's delay","llh","Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,"test_uncertain",0.5,47049,"Spanish",NA,5,5,224693
"88","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967822579,"Joshua's delay","llh","Cory knows whether Joshua had to both eat lunch and do his homework.",0,0,1,"comp",0.31,9851,"Spanish",NA,5,5,224693
"89","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967848857,"Danny's racket","hhh","Danny and Alex went to the sports store together.",1,1,1,"test_false",0.5,26278,"Spanish",NA,5,5,224693
"90","A11VJ9HVZPID81:3R2UR8A0IBOZ3H60FX3P2KG32QLXOP",1445967861992,"Danny's racket","hhh","From what Alex's girlfriend said we may conclude that Alex did not buy both a racket and a pair of shoes.",1,1,1,"xor",1,13135,"Spanish",NA,5,5,224693
"91","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967305587,"Lily's husband","lhl","Eric and Lily went to a bar together last night.",0,1,0,"test_false",0.21,14910,"English","Fun! Thank you",8,3,185211
"92","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967316075,"Lily's husband","lhl","It is important for Lily to know whether her husband drank both whisky and vodka.",0,1,0,"rel",0.52,10487,"English","Fun! Thank you",8,3,185211
"93","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967329348,"Carl's party","hll","John did not spend much time outside.",1,0,0,"test_true",0.51,13272,"English","Fun! Thank you",8,3,185211
"94","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967342844,"Carl's party","hll","If Carl danced passionately with Sue, it is likely that he also danced passionately with Mary.",1,0,0,"prior",0.31,13495,"English","Fun! Thank you",8,3,185211
"95","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967354940,"Carl's party","hll","If Carl danced passionately with Mary, it is likely that he also danced passionately with Sue.",1,0,0,"prior",0.5,12096,"English","Fun! Thank you",8,3,185211
"96","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967389460,"Joshua's delay","llh","Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,"test_uncertain",0.51,34519,"English","Fun! Thank you",8,3,185211
"97","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967395348,"Joshua's delay","llh","Cory knows whether Joshua had to both eat lunch and do his homework.",0,0,1,"comp",0.35,5887,"English","Fun! Thank you",8,3,185211
"98","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967411765,"Harold's pet","lll","Harold's girlfriend didn't want a pet in her house before.",0,0,0,"test_true",0.63,16416,"English","Fun! Thank you",8,3,185211
"99","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967414941,"Harold's pet","lll","If Harold bought a cat, it is likely that he bought a dog as well.",0,0,0,"prior",0.32,3175,"English","Fun! Thank you",8,3,185211
"100","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967418229,"Harold's pet","lll","If Harold bought a dog, it is likely that he bought a cat as well.",0,0,0,"prior",0.29,3288,"English","Fun! Thank you",8,3,185211
"101","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967433197,"Mrs Sanders' son","hhl","The teacher is trying to find out who queued up twice.",1,1,0,"test_true",0.42,14968,"English","Fun! Thank you",8,3,185211
"102","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967438245,"Mrs Sanders' son","hhl","From what Mrs Sanders said we may conclude that Ted did not have both pizza and pasta.",1,1,0,"xor",0.72,5048,"English","Fun! Thank you",8,3,185211
"103","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967452205,"Brad's clothes","hlh","Brad is not happy about the fact that his friends make jokes about his shabby clothes.",1,0,1,"test_true",0.63,13959,"English","Fun! Thank you",8,3,185211
"104","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967457037,"Brad's clothes","hlh","Gina knows whether Brad bought both a sweater and a pair of jeans.",1,0,1,"comp",0.36,4831,"English","Fun! Thank you",8,3,185211
"105","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967465877,"Mrs Gibbs' worry","hhh","Mrs Gibbs is worried about Cindy's health.",1,1,1,"test_false",0.3,8839,"English","Fun! Thank you",8,3,185211
"106","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967472573,"Mrs Gibbs' worry","hhh","From what Cindy said we may conclude that Mr Gibbs did not have both a steak and a beer.",1,1,1,"xor",0.71,6695,"English","Fun! Thank you",8,3,185211
"107","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967487638,"Bill's order","lhh","Jake ordered a steak.",0,1,1,"test_uncertain",0.49,15064,"English","Fun! Thank you",8,3,185211
"108","A128BUMKWWS54Z:3URFVVM166QJLHQCC13JYBO3SC7UZW",1445967490798,"Bill's order","lhh","It is important for Bill's wife to know whether Bill ordered both a starter and a side dish.",0,1,1,"rel",0.33,3159,"English","Fun! Thank you",8,3,185211
"109","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877911520,"Harold's pet","lll","Harold's girlfriend didn't want a pet in her house before.",0,0,0,"test_true",0.79,12598,"English","no",7,4,164832
"110","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877917288,"Harold's pet","lll","Richard knows whether Harold bought both a cat and a dog.",0,0,0,"comp",0.04,5764,"English","no",7,4,164832
"111","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877931750,"Mrs Sanders' son","hhl","Ted is Mrs Sanders' husband.",1,1,0,"test_false",0,14460,"English","no",7,4,164832
"112","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877946612,"Mrs Sanders' son","hhl","It is important for the teacher to know whether Ted had both pizza and pasta.",1,1,0,"rel",0.72,14858,"English","no",7,4,164832
"113","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877960095,"Leo's wife","hll","Leo is an avid golf player.",1,0,0,"test_uncertain",0.82,13480,"English","no",7,4,164832
"114","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877966963,"Leo's wife","hll","If someone made a hole-in-one on the first hole, it is likely that she also made one on the second hole.",1,0,0,"prior",0.06,6867,"English","no",7,4,164832
"115","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877974251,"Leo's wife","hll","If someone made a hole-in-one on the second hole, it is likely that she also made one on the first hole.",1,0,0,"prior",0.03,7286,"English","no",7,4,164832
"116","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877984683,"Chloe's holiday","lhh","Chloe forgot about bringing some beach towels, too.",0,1,1,"test_uncertain",0.11,10429,"English","no",7,4,164832
